,tenure,MonthlyCharges,OnlineSecurity,InternetService,Contract,TechSupport,Churn Probability
5109,66,61.35,Yes,DSL,Two year,Yes,0.04790162419700901
5110,42,85.9,No,Fiber optic,Month-to-month,Yes,0.5735007389470645
5111,5,75.65,No,Fiber optic,Month-to-month,Yes,0.6603095265288654
5112,7,49.75,Yes,DSL,One year,No,0.20792448695741086
5113,29,70.9,No,DSL,One year,No,0.25502212773896876
5114,27,49.85,No,DSL,Month-to-month,No,0.5033456322808402
5115,15,75.3,No,Fiber optic,Month-to-month,No,0.8131133283799244
5116,25,20.1,No internet service,No,Two year,No internet service,0.02913516374606061
5117,11,94.0,No,Fiber optic,Month-to-month,No,0.8254232586065355
5118,57,103.05,Yes,Fiber optic,Month-to-month,Yes,0.3696705664494507
5119,67,118.35,Yes,Fiber optic,One year,Yes,0.3542604968112797
5120,47,99.7,No,Fiber optic,Month-to-month,No,0.7102158388451207
5121,13,81.9,No,Fiber optic,Month-to-month,No,0.8230476498263979
5122,8,30.45,Yes,DSL,Month-to-month,No,0.4565494983790171
5123,44,96.1,No,Fiber optic,Month-to-month,No,0.7101243040225903
5124,71,66.2,Yes,DSL,One year,No,0.1527700256244322
5125,24,104.25,No,Fiber optic,Month-to-month,No,0.7292364618819408
5126,15,80.2,No,Fiber optic,Month-to-month,No,0.8140186554878025
5127,1,19.75,No internet service,No,Month-to-month,No internet service,0.53515809648521
5128,2,72.6,No,Fiber optic,Month-to-month,No,0.836817963632618
5129,55,116.5,Yes,Fiber optic,Month-to-month,Yes,0.38104072897665714
5130,71,106.8,No,Fiber optic,Two year,Yes,0.21897460322983955
5131,50,24.95,No internet service,No,Two year,No internet service,0.02768696352072645
5132,1,89.25,No,Fiber optic,Month-to-month,No,0.8497253625572586
5133,5,19.25,No internet service,No,Month-to-month,No internet service,0.33277566323741425
5134,66,104.55,Yes,Fiber optic,One year,Yes,0.31991643956047944
5135,49,87.2,Yes,DSL,One year,Yes,0.1568937437648634
5136,3,30.75,No,DSL,Month-to-month,No,0.7134899761877435
5137,66,25.7,No internet service,No,One year,No internet service,0.06804115573983564
5138,11,86.2,No,Fiber optic,Month-to-month,No,0.8254472661767485
5139,28,30.1,No,DSL,Month-to-month,Yes,0.37039607941867403
5140,65,99.35,Yes,Fiber optic,Two year,No,0.14471815300367422
5141,62,19.2,No internet service,No,Two year,No internet service,0.037608585489893764
5142,2,20.1,No internet service,No,Month-to-month,No internet service,0.38300711567880974
5143,2,20.35,No internet service,No,Month-to-month,No internet service,0.3473893866982353
5144,55,25.65,No internet service,No,Two year,No internet service,0.03535332714737154
5145,41,94.55,No,Fiber optic,Month-to-month,No,0.7118557830348854
5146,17,104.2,Yes,Fiber optic,Month-to-month,No,0.632601334583541
5147,30,94.4,No,Fiber optic,One year,Yes,0.33413074104060936
5148,17,56.1,Yes,DSL,One year,No,0.18471016736445325
5149,16,68.25,Yes,DSL,Two year,Yes,0.07349012851460386
5150,72,24.75,No internet service,No,Two year,No internet service,0.017200866124773655
5151,9,76.25,No,Fiber optic,Month-to-month,No,0.8323495730243162
5152,1,74.35,No,Fiber optic,Month-to-month,No,0.8481028228053675
5153,23,54.15,No,DSL,Month-to-month,Yes,0.370084707610882
5154,8,19.45,No internet service,No,Month-to-month,No internet service,0.3216069917595978
5155,19,34.95,Yes,DSL,Month-to-month,No,0.43378408649264155
5156,7,53.65,Yes,DSL,Month-to-month,No,0.45288689140150457
5157,1,69.65,No,Fiber optic,Month-to-month,No,0.8442330362166276
5158,61,104.0,Yes,Fiber optic,One year,No,0.3020147848221897
5159,57,70.35,Yes,DSL,Two year,Yes,0.047867227039391086
5160,9,80.8,No,Fiber optic,Month-to-month,No,0.833341226918472
5161,15,64.85,Yes,DSL,One year,No,0.18693727802344956
5162,1,19.65,No internet service,No,Month-to-month,No internet service,0.53515809648521
5163,12,45.9,No,DSL,Month-to-month,No,0.5879663361317274
5164,54,20.0,No internet service,No,Two year,No internet service,0.032027950412212354
5165,4,44.8,No,DSL,Month-to-month,No,0.7045595598375105
5166,7,80.3,No,Fiber optic,Month-to-month,No,0.8351874403506929
5167,20,20.35,No internet service,No,One year,No internet service,0.05729834626400733
5168,26,45.8,Yes,DSL,Month-to-month,Yes,0.3130263104436098
5169,36,84.1,No,Fiber optic,Month-to-month,No,0.7144630380777047
5170,53,108.95,No,Fiber optic,One year,Yes,0.38883705275771124
5171,3,69.35,No,DSL,Month-to-month,Yes,0.5082914382168083
5172,68,64.35,Yes,DSL,Two year,Yes,0.046341723658416274
5173,72,90.8,Yes,DSL,Two year,Yes,0.03794618393421254
5174,12,24.95,No internet service,No,One year,No internet service,0.07825229894714333
5175,34,79.6,No,Fiber optic,Month-to-month,No,0.7137701978410388
5176,68,84.7,Yes,Fiber optic,Two year,No,0.12640351857642604
5177,50,70.8,Yes,DSL,One year,Yes,0.147282105987404
5178,1,36.45,No,DSL,Month-to-month,No,0.7196369005274911
5179,41,104.4,No,Fiber optic,Month-to-month,No,0.7131685761739474
5180,30,101.5,No,Fiber optic,Month-to-month,Yes,0.5872018340674064
5181,1,54.3,No,DSL,Month-to-month,No,0.7169737201084899
5182,29,103.95,No,Fiber optic,Month-to-month,No,0.7209046344930417
5183,23,91.1,Yes,DSL,Two year,Yes,0.052793047653975016
5184,60,19.95,No internet service,No,Two year,No internet service,0.02591259945539534
5185,72,26.45,No internet service,No,Two year,No internet service,0.01478905633240157
5186,22,89.4,No,Fiber optic,Month-to-month,No,0.7317687306210487
5187,72,75.1,Yes,DSL,Two year,Yes,0.03919169470928872
5188,66,108.1,No,Fiber optic,One year,No,0.4101841767938256
5189,72,110.15,No,Fiber optic,Two year,Yes,0.15930138911863345
5190,47,80.35,Yes,Fiber optic,Month-to-month,No,0.4907964260163581
5191,51,111.5,No,Fiber optic,One year,Yes,0.3837830651190603
5192,70,106.5,No,Fiber optic,One year,No,0.3978765401856308
5193,9,19.9,No internet service,No,One year,No internet service,0.07400070454059136
5194,59,111.1,Yes,Fiber optic,Two year,Yes,0.17389661905853063
5195,3,70.7,No,DSL,Month-to-month,Yes,0.5064042793370224
5196,38,24.85,No,DSL,Month-to-month,No,0.504845445835222
5197,37,91.2,Yes,Fiber optic,Month-to-month,No,0.5023073481938805
5198,37,65.6,Yes,DSL,Two year,Yes,0.05172343194520275
5199,24,40.65,No,DSL,Month-to-month,No,0.5180191272085146
5200,14,59.45,Yes,DSL,Month-to-month,Yes,0.36129460279389664
5201,72,109.95,Yes,Fiber optic,Two year,Yes,0.09123156439439455
5202,53,60.45,No,DSL,One year,Yes,0.21229109156318324
5203,8,84.9,No,Fiber optic,Month-to-month,No,0.834387623666586
5204,72,38.5,Yes,DSL,Two year,No,0.07813297297900189
5205,17,92.55,No,Fiber optic,Month-to-month,No,0.759051225490958
5206,2,73.55,No,Fiber optic,Month-to-month,No,0.836817963632618
5207,8,20.15,No internet service,No,Month-to-month,No internet service,0.3113766160545227
5208,48,34.7,No,DSL,One year,No,0.27104949266309564
5209,10,24.5,No internet service,No,Month-to-month,No internet service,0.23345719437817739
5210,1,20.6,No internet service,No,Month-to-month,No internet service,0.4881753484392469
5211,29,58.0,Yes,DSL,One year,Yes,0.147939951656501
5212,65,107.45,No,Fiber optic,One year,No,0.41216845085450293
5213,8,65.5,Yes,DSL,Month-to-month,No,0.4201357562332845
5214,61,25.45,No internet service,No,Two year,No internet service,0.016441017190370017
5215,45,100.15,No,Fiber optic,One year,No,0.4023887434540891
5216,72,104.45,No,Fiber optic,One year,No,0.3612253763019499
5217,12,21.15,No internet service,No,Month-to-month,No internet service,0.25220000160157147
5218,7,96.2,No,Fiber optic,Month-to-month,No,0.8355254874252873
5219,9,44.4,No,DSL,Month-to-month,No,0.6035024981496766
5220,43,107.55,No,Fiber optic,One year,Yes,0.3921842166932004
5221,58,94.35,No,Fiber optic,Two year,Yes,0.19870763210664835
5222,16,98.75,No,Fiber optic,Month-to-month,No,0.7990171229765597
5223,2,20.3,No internet service,No,Month-to-month,No internet service,0.3471275157443735
5224,8,101.15,No,Fiber optic,Month-to-month,No,0.8347755932823537
5225,40,105.75,Yes,Fiber optic,One year,No,0.3203932090946841
5226,9,81.15,Yes,Fiber optic,Month-to-month,No,0.6033489860745721
5227,41,89.55,No,Fiber optic,One year,Yes,0.32660916515570904
5228,26,54.75,No,DSL,Month-to-month,No,0.5010662205193288
5229,33,53.75,No,DSL,One year,Yes,0.2181560308478728
5230,68,105.75,No,Fiber optic,One year,Yes,0.39074940061879604
5231,65,105.85,No,Fiber optic,Two year,Yes,0.21657782285095412
5232,55,64.2,No,DSL,One year,Yes,0.20471138019703036
5233,20,88.7,No,Fiber optic,Month-to-month,No,0.7346428363697771
5234,19,87.7,No,Fiber optic,One year,Yes,0.35735868345748456
5235,45,89.3,No,Fiber optic,Month-to-month,No,0.706958240981425
5236,70,20.15,No internet service,No,Two year,No internet service,0.021399301381671385
5237,2,79.75,No,Fiber optic,Month-to-month,No,0.8408162019587844
5238,27,94.55,No,Fiber optic,Month-to-month,No,0.7195918413539798
5239,12,20.05,No internet service,No,Two year,No internet service,0.04185238275212239
5240,72,67.2,Yes,DSL,Two year,Yes,0.03989276964062609
5241,12,94.55,No,Fiber optic,Month-to-month,No,0.8239249065479357
5242,5,69.05,No,Fiber optic,Month-to-month,No,0.8031999810179229
5243,71,107.5,Yes,Fiber optic,Month-to-month,No,0.43030783046401694
5244,35,73.0,No,DSL,One year,Yes,0.219689109943167
5245,70,114.75,Yes,Fiber optic,Two year,Yes,0.15378877302291502
5246,31,76.05,No,Fiber optic,Month-to-month,No,0.7160587278543155
5247,52,96.25,No,Fiber optic,Two year,Yes,0.19954566408429147
5248,37,101.1,No,Fiber optic,Month-to-month,No,0.7184668651524844
5249,69,104.7,No,Fiber optic,One year,Yes,0.3910620160450774
5250,30,77.9,No,Fiber optic,Month-to-month,No,0.7160587278543155
5251,33,90.65,Yes,Fiber optic,Month-to-month,No,0.5020263000808117
5252,54,110.45,No,Fiber optic,Two year,Yes,0.2176935646796398
5253,59,68.7,Yes,DSL,One year,Yes,0.14016515332008667
5254,55,44.85,Yes,DSL,Month-to-month,No,0.38655531310703223
5255,69,29.8,No,DSL,One year,No,0.2592816403138339
5256,66,88.9,No,Fiber optic,One year,No,0.36472905892442536
5257,37,58.75,Yes,DSL,One year,Yes,0.15070994132259358
5258,9,19.85,No internet service,No,One year,No internet service,0.07793238945270665
5259,69,86.9,Yes,DSL,Two year,Yes,0.04439513795200273
5260,10,59.65,No,DSL,Month-to-month,No,0.5538112524636054
5261,40,55.25,Yes,DSL,Month-to-month,No,0.40508603210206684
5262,13,66.4,No,DSL,Month-to-month,No,0.537021257307986
5263,6,90.1,No,Fiber optic,Month-to-month,No,0.835018590920319
5264,69,20.15,No internet service,No,Two year,No internet service,0.021399301381671385
5265,66,108.1,No,Fiber optic,One year,Yes,0.3882015580445947
5266,11,53.75,No,DSL,Month-to-month,No,0.5885829326133598
5267,46,56.9,Yes,DSL,One year,Yes,0.15010605489954837
5268,6,89.3,No,Fiber optic,Month-to-month,No,0.835470185255948
5269,56,109.6,Yes,Fiber optic,Month-to-month,Yes,0.3659672360803086
5270,70,25.15,No internet service,No,Two year,No internet service,0.01876938863081713
5271,33,79.15,No,DSL,One year,Yes,0.21971597245746588
5272,72,66.75,Yes,DSL,Two year,Yes,0.03989276964062609
5273,3,95.2,No,Fiber optic,Month-to-month,No,0.8396776675614226
5274,19,48.8,No,DSL,Month-to-month,Yes,0.39558353732292056
5275,5,45.7,No,DSL,Month-to-month,No,0.6630927416455484
5276,71,80.7,No,DSL,Two year,Yes,0.07686331213593478
5277,8,74.5,Yes,Fiber optic,Month-to-month,No,0.6108005039180178
5278,1,20.55,No internet service,No,Month-to-month,No internet service,0.49061047954704556
5279,1,79.65,No,Fiber optic,Month-to-month,No,0.8492521031383821
5280,61,115.1,Yes,Fiber optic,One year,Yes,0.3268245373384805
5281,71,59.7,Yes,DSL,Two year,Yes,0.04257320034556483
5282,68,86.45,No,Fiber optic,One year,No,0.3621333498293203
5283,46,33.7,No,DSL,One year,Yes,0.22442764066384702
5284,33,80.1,Yes,Fiber optic,One year,No,0.2465093070688538
5285,53,104.05,Yes,Fiber optic,Two year,Yes,0.16171110970843108
5286,50,108.75,Yes,Fiber optic,Month-to-month,No,0.4874022434847541
5287,57,41.1,Yes,DSL,One year,Yes,0.14006324085046395
5288,54,20.35,No internet service,No,Two year,No internet service,0.030921222506538944
5289,60,105.9,No,Fiber optic,Month-to-month,No,0.6807136499971185
5290,28,101.3,No,Fiber optic,Month-to-month,Yes,0.5872018340674064
5291,1,80.05,No,Fiber optic,Month-to-month,No,0.8494426176520037
5292,29,89.2,No,Fiber optic,Month-to-month,No,0.7191840182537073
5293,10,65.5,No,DSL,Month-to-month,Yes,0.4353814823260247
5294,43,40.45,Yes,DSL,Month-to-month,No,0.3967579957592505
5295,13,70.45,No,Fiber optic,Month-to-month,No,0.8149526266256588
5296,43,78.8,Yes,DSL,Two year,Yes,0.05070769332907154
5297,19,83.65,No,Fiber optic,Month-to-month,No,0.7360452248287511
5298,1,90.1,No,Fiber optic,Month-to-month,No,0.8492737682216297
5299,69,82.45,Yes,DSL,Two year,Yes,0.04436892370250171
5300,61,20.25,No internet service,No,Two year,No internet service,0.020875475753871272
5301,43,66.25,Yes,DSL,Month-to-month,Yes,0.27853595292724326
5302,6,19.5,No internet service,No,Month-to-month,No internet service,0.3227308241515915
5303,1,51.25,No,DSL,Month-to-month,Yes,0.5704328307323409
5304,56,89.7,No,Fiber optic,Month-to-month,No,0.6833975450058616
5305,70,64.55,Yes,DSL,Two year,Yes,0.04630876810821934
5306,1,45.6,No,DSL,Month-to-month,No,0.7192166106724185
5307,49,93.65,No,Fiber optic,One year,No,0.3629921325123255
5308,6,49.65,No,DSL,Month-to-month,Yes,0.4734878227394204
5309,32,73.6,Yes,DSL,Two year,Yes,0.050295625144091805
5310,72,109.75,Yes,Fiber optic,Two year,Yes,0.09123156439439455
5311,37,61.45,Yes,DSL,Two year,Yes,0.05172343194520275
5312,69,106.4,Yes,Fiber optic,One year,Yes,0.3336494352928198
5313,26,81.9,No,DSL,Month-to-month,Yes,0.349477757594602
5314,58,105.2,No,Fiber optic,One year,No,0.41447365914358836
5315,24,54.6,No,DSL,One year,Yes,0.2190271757735105
5316,5,20.55,No internet service,No,One year,No internet service,0.07387162373550982
5317,15,20.0,No internet service,No,Month-to-month,No internet service,0.31027203225139577
5318,30,19.7,No internet service,No,Two year,No internet service,0.028552286896640425
5319,55,66.05,Yes,DSL,One year,Yes,0.14255129855906662
5320,25,34.0,No,DSL,Month-to-month,No,0.5172003751451274
5321,10,92.5,No,Fiber optic,Month-to-month,Yes,0.6960243855039369
5322,44,54.05,Yes,DSL,Two year,Yes,0.0537903335936504
5323,47,58.9,Yes,DSL,One year,Yes,0.14954642816613847
5324,13,88.35,No,Fiber optic,Month-to-month,No,0.823382068047382
5325,49,107.95,No,Fiber optic,Two year,Yes,0.23660883547679315
5326,64,96.9,Yes,Fiber optic,One year,Yes,0.2571152670291464
5327,1,19.1,No internet service,No,Month-to-month,No internet service,0.4966215862261162
5328,20,50.0,No,DSL,Month-to-month,Yes,0.3861829920456454
5329,37,45.4,Yes,DSL,Two year,Yes,0.05456832895278217
5330,30,85.45,No,Fiber optic,Month-to-month,No,0.7182645154065425
5331,38,84.1,Yes,DSL,One year,No,0.1689970412146722
5332,1,74.45,No,Fiber optic,Month-to-month,No,0.8481028228053675
5333,37,64.75,No,DSL,Month-to-month,No,0.45879969812976223
5334,52,66.25,Yes,DSL,Two year,Yes,0.04896308072836988
5335,71,76.9,Yes,DSL,Two year,Yes,0.04165402356651254
5336,26,89.8,No,Fiber optic,Month-to-month,No,0.7215402099118047
5337,66,74.6,Yes,DSL,Two year,No,0.07226832292980229
5338,72,116.95,Yes,Fiber optic,Two year,Yes,0.08311861882739946
5339,25,40.65,Yes,DSL,One year,No,0.17582730790145412
5340,69,114.35,Yes,Fiber optic,Two year,Yes,0.15662070577682558
5341,53,69.7,Yes,DSL,Two year,No,0.07955575175955448
5342,12,95.5,No,Fiber optic,One year,No,0.41908010446293426
5343,26,98.65,No,Fiber optic,Month-to-month,Yes,0.5885313106458926
5344,21,61.65,No,DSL,Month-to-month,No,0.47481504574985944
5345,1,89.35,No,Fiber optic,Month-to-month,No,0.8497253625572586
5346,48,95.4,Yes,Fiber optic,Month-to-month,Yes,0.38545618796777104
5347,26,35.4,Yes,DSL,One year,No,0.16695291380972194
5348,60,19.95,No internet service,No,Two year,No internet service,0.02591259945539534
5349,18,19.25,No internet service,No,Month-to-month,No internet service,0.2661349360912596
5350,10,29.65,No,DSL,Month-to-month,Yes,0.4612200282401545
5351,5,84.5,Yes,Fiber optic,Month-to-month,No,0.6024330198206423
5352,4,20.4,No internet service,No,One year,No internet service,0.0792492081256501
5353,65,24.75,No internet service,No,Two year,No internet service,0.019554751850004826
5354,70,25.35,No internet service,No,Two year,No internet service,0.014924656875689281
5355,18,90.7,No,Fiber optic,Month-to-month,No,0.7413273602523172
5356,62,20.0,No internet service,No,Two year,No internet service,0.02197046658391959
5357,66,59.75,Yes,DSL,Two year,No,0.07502196970759512
5358,65,82.5,Yes,DSL,Two year,Yes,0.045937414454858626
5359,3,70.3,No,Fiber optic,Month-to-month,No,0.8324059678965395
5360,34,20.35,No internet service,No,Month-to-month,No internet service,0.20392761624509553
5361,16,90.8,No,Fiber optic,Month-to-month,No,0.7980275871976238
5362,54,103.95,Yes,Fiber optic,One year,No,0.31124664453307166
5363,50,104.95,No,Fiber optic,Month-to-month,Yes,0.5549578742484443
5364,71,105.25,No,Fiber optic,Two year,Yes,0.2027041018919284
5365,10,74.75,No,Fiber optic,Month-to-month,No,0.8313847341673298
5366,1,50.8,No,DSL,Month-to-month,Yes,0.5704328307323409
5367,18,23.75,No internet service,No,One year,No internet service,0.06493717413861735
5368,4,61.3,No,DSL,Month-to-month,Yes,0.5100118427597137
5369,58,75.8,Yes,DSL,Two year,Yes,0.048160019409138964
5370,56,98.0,Yes,Fiber optic,One year,No,0.2583542259320588
5371,2,80.25,No,Fiber optic,Month-to-month,No,0.8410067164724059
5372,32,78.9,No,Fiber optic,Month-to-month,No,0.7160587278543155
5373,56,52.0,Yes,DSL,One year,Yes,0.13925597396465522
5374,36,84.75,No,Fiber optic,Month-to-month,No,0.7159759853932658
5375,4,64.4,No,DSL,Month-to-month,Yes,0.5002147779685777
5376,53,85.45,No,Fiber optic,Month-to-month,No,0.7023276538613513
5377,10,45.8,No,DSL,Month-to-month,No,0.6035024981496766
5378,4,30.5,No,DSL,Month-to-month,Yes,0.5358821652029018
5379,1,19.9,No internet service,No,Month-to-month,No internet service,0.5424096207607345
5380,51,69.15,No,Fiber optic,Month-to-month,No,0.6714535897935043
5381,12,99.45,No,Fiber optic,Month-to-month,No,0.8243368837339162
5382,6,49.25,No,DSL,One year,Yes,0.2756970173777487
5383,63,39.35,No,DSL,Two year,Yes,0.08179069735570588
5384,1,70.6,No,Fiber optic,Month-to-month,No,0.8442330362166276
5385,48,105.1,No,Fiber optic,Month-to-month,Yes,0.5623816253068192
5386,5,81.0,No,Fiber optic,Month-to-month,No,0.8357065650463538
5387,35,20.1,No internet service,No,One year,No internet service,0.05406157437407218
5388,6,84.85,No,Fiber optic,Month-to-month,No,0.8352913891207456
5389,2,19.75,No internet service,No,Month-to-month,No internet service,0.3856185184782246
5390,50,19.75,No internet service,No,One year,No internet service,0.055860104337085444
5391,33,70.4,No,Fiber optic,Month-to-month,No,0.7029279690717622
5392,31,20.45,No internet service,No,Two year,No internet service,0.026485974327256082
5393,9,20.35,No internet service,No,Two year,No internet service,0.03822285592235964
5394,54,86.2,No,DSL,Month-to-month,Yes,0.3521230616208989
5395,46,95.65,Yes,Fiber optic,One year,No,0.2548729674052359
5396,34,103.8,Yes,Fiber optic,One year,No,0.3121465565107552
5397,71,97.2,Yes,Fiber optic,Two year,No,0.12253127016756123
5398,63,63.55,Yes,DSL,Two year,Yes,0.04627705824888328
5399,51,24.95,No internet service,No,Two year,No internet service,0.02768696352072645
5400,26,89.15,No,Fiber optic,Month-to-month,No,0.7211323868115321
5401,64,99.0,Yes,Fiber optic,Two year,No,0.14555334054340724
5402,1,24.8,No,DSL,Month-to-month,No,0.7195507497757956
5403,61,85.55,No,Fiber optic,One year,Yes,0.3202012478367573
5404,15,94.0,No,Fiber optic,Month-to-month,No,0.8144304312636115
5405,64,105.65,No,Fiber optic,One year,Yes,0.3897996781283547
5406,18,50.3,No,DSL,Month-to-month,No,0.5279960454598455
5407,57,95.0,No,Fiber optic,One year,No,0.37096891304869767
5408,14,61.4,Yes,DSL,Two year,No,0.11058862766380338
5409,18,80.55,No,Fiber optic,Month-to-month,No,0.7353938379383947
5410,72,78.5,Yes,Fiber optic,Two year,No,0.10224402760741087
5411,70,114.3,Yes,Fiber optic,Two year,Yes,0.15378877302291502
5412,38,20.05,No internet service,No,Two year,No internet service,0.027054542399394
5413,68,62.65,Yes,DSL,Two year,Yes,0.046341723658416274
5414,13,80.85,No,Fiber optic,Month-to-month,No,0.8230476498263979
5415,65,92.7,Yes,Fiber optic,Two year,No,0.14094880125970183
5416,30,100.45,No,Fiber optic,Month-to-month,No,0.7222239355454587
5417,51,75.2,No,DSL,Two year,Yes,0.08505576664067103
5418,31,84.75,Yes,Fiber optic,Month-to-month,No,0.5050524362520973
5419,9,89.45,No,Fiber optic,Month-to-month,No,0.8338544412746585
5420,72,79.5,Yes,DSL,Two year,Yes,0.038999605290339044
5421,10,72.15,No,DSL,Month-to-month,No,0.5656474592440076
5422,37,19.8,No internet service,No,One year,No internet service,0.054692464319813006
5423,2,76.4,No,DSL,Month-to-month,Yes,0.5237114153355975
5424,55,100.9,Yes,Fiber optic,One year,No,0.278106789760616
5425,33,95.3,Yes,Fiber optic,Month-to-month,No,0.525001672507928
5426,46,90.95,No,Fiber optic,One year,Yes,0.3232576548357773
5427,1,54.5,Yes,DSL,Month-to-month,Yes,0.48244546922752
5428,20,61.6,No,DSL,Month-to-month,No,0.47481504574985944
5429,9,79.9,No,Fiber optic,Month-to-month,No,0.8333811818557819
5430,32,96.15,No,Fiber optic,Month-to-month,No,0.7220700642342327
5431,19,49.6,No,DSL,Month-to-month,No,0.5249828779012944
5432,70,65.3,Yes,DSL,Two year,Yes,0.04630876810821934
5433,61,25.0,No internet service,No,Two year,No internet service,0.019257025149046623
5434,26,45.45,No,DSL,Month-to-month,No,0.509570079251013
5435,45,107.75,No,Fiber optic,Month-to-month,No,0.6766142594132144
5436,62,89.1,No,Fiber optic,Two year,No,0.24993789198231572
5437,1,19.65,No internet service,No,Month-to-month,No internet service,0.53515809648521
5438,3,44.75,No,DSL,Month-to-month,No,0.713069686332671
5439,41,101.6,Yes,Fiber optic,One year,No,0.2884143178273145
5440,67,103.15,No,Fiber optic,Two year,Yes,0.20547752875288838
5441,1,84.65,No,Fiber optic,Month-to-month,No,0.8495465664220564
5442,71,95.65,Yes,Fiber optic,One year,No,0.23108863801518922
5443,37,75.1,Yes,DSL,One year,No,0.16620134006715598
5444,60,61.35,Yes,DSL,Two year,Yes,0.04753253120885249
5445,1,69.55,No,Fiber optic,Month-to-month,No,0.8445715266123296
5446,6,19.7,No internet service,No,Month-to-month,No internet service,0.3227308241515915
5447,13,31.05,No,DSL,Month-to-month,No,0.585986389954908
5448,11,51.0,Yes,DSL,Month-to-month,No,0.4494351144567485
5449,7,51.0,Yes,DSL,Month-to-month,No,0.45288689140150457
5450,10,88.85,No,Fiber optic,Month-to-month,No,0.8338544412746585
5451,34,20.05,No internet service,No,Two year,No internet service,0.027054542399394
5452,62,65.1,Yes,DSL,Two year,Yes,0.04627705824888328
5453,64,70.15,No,DSL,One year,Yes,0.2053028727481861
5454,1,44.35,No,DSL,Month-to-month,No,0.7192166106724185
5455,25,20.75,No internet service,No,Two year,No internet service,0.0267856958610432
5456,26,56.05,No,DSL,One year,No,0.255481952856302
5457,10,19.95,No internet service,No,One year,No internet service,0.07330626009614692
5458,53,98.6,Yes,Fiber optic,One year,No,0.26292726483224477
5459,7,79.7,No,Fiber optic,Month-to-month,No,0.8349969258370713
5460,33,79.0,No,Fiber optic,Month-to-month,No,0.7152639062368147
5461,71,89.45,No,Fiber optic,Two year,No,0.250784472117066
5462,29,74.2,No,Fiber optic,Month-to-month,No,0.714143113859031
5463,24,81.0,Yes,DSL,Month-to-month,Yes,0.28228074372457607
5464,20,49.6,No,DSL,Month-to-month,No,0.5192215878923189
5465,1,84.6,No,Fiber optic,Month-to-month,No,0.8495465664220564
5466,54,55.0,No,DSL,Month-to-month,No,0.49834138290296087
5467,5,84.85,No,Fiber optic,Month-to-month,No,0.836040983267338
5468,72,84.2,Yes,DSL,Two year,Yes,0.03770702947177132
5469,52,106.3,Yes,Fiber optic,Two year,Yes,0.16838635946460867
5470,9,69.05,No,Fiber optic,Month-to-month,No,0.7975336333617133
5471,1,45.4,No,DSL,Month-to-month,No,0.7192166106724185
5472,1,73.65,No,Fiber optic,Month-to-month,No,0.8451142665846787
5473,33,73.9,No,DSL,One year,Yes,0.2218138022533895
5474,55,77.75,No,Fiber optic,Month-to-month,No,0.6827533110748042
5475,69,99.35,No,Fiber optic,Two year,Yes,0.19770280349137445
5476,1,50.75,Yes,DSL,Month-to-month,No,0.5606405168599541
5477,54,87.1,Yes,DSL,Two year,Yes,0.0518883428869197
5478,33,20.15,No internet service,No,One year,No internet service,0.055093937605546435
5479,45,98.7,No,Fiber optic,One year,Yes,0.34496790673922456
5480,11,25.2,No,DSL,Month-to-month,No,0.5880653242529347
5481,6,55.7,Yes,DSL,Month-to-month,No,0.4547783064713141
5482,21,65.35,Yes,DSL,Month-to-month,No,0.3928297268425423
5483,65,25.3,No internet service,No,Two year,No internet service,0.016606309411071968
5484,6,84.35,No,Fiber optic,Month-to-month,No,0.8352913891207456
5485,8,84.95,Yes,Fiber optic,Month-to-month,No,0.6064009294590655
5486,11,73.85,No,Fiber optic,Month-to-month,Yes,0.6469192615537828
5487,43,24.25,No internet service,No,Two year,No internet service,0.024994916307967047
5488,49,51.8,No,DSL,One year,No,0.26059204339134623
5489,1,46.0,No,DSL,Month-to-month,No,0.7192166106724185
5490,15,79.4,No,Fiber optic,Month-to-month,No,0.8145655614390557
5491,60,60.5,Yes,DSL,Two year,No,0.07266862015027448
5492,17,25.1,No,DSL,Month-to-month,No,0.5429450786985093
5493,16,71.8,No,Fiber optic,Month-to-month,No,0.7904149113412876
5494,35,20.05,No internet service,No,One year,No internet service,0.05406157437407218
5495,44,88.4,No,Fiber optic,One year,No,0.36241709331208555
5496,12,30.25,No,DSL,One year,Yes,0.2746273535681361
5497,1,20.2,No internet service,No,Month-to-month,No internet service,0.5511693661797352
5498,28,59.9,Yes,DSL,One year,Yes,0.1489831619278534
5499,70,25.15,No internet service,No,Two year,No internet service,0.01876938863081713
5500,5,46.0,No,DSL,Month-to-month,No,0.6630927416455484
5501,18,101.3,No,Fiber optic,Month-to-month,No,0.7432892315401116
5502,70,76.95,Yes,DSL,Two year,Yes,0.045607693176881965
5503,9,55.3,No,DSL,Month-to-month,No,0.5862663589897618
5504,67,92.45,Yes,Fiber optic,Two year,Yes,0.13080449689757107
5505,1,48.45,Yes,DSL,Month-to-month,No,0.5623585997065529
5506,18,19.35,No internet service,No,Two year,No internet service,0.041745811792837505
5507,4,51.75,No,DSL,Month-to-month,No,0.7026621381341829
5508,71,86.7,Yes,Fiber optic,One year,No,0.22258227711410142
5509,30,94.4,Yes,Fiber optic,Month-to-month,No,0.5268337923716807
5510,1,55.7,Yes,DSL,Month-to-month,No,0.5561266103306273
5511,55,84.25,Yes,Fiber optic,One year,No,0.2496141405125202
